id,question_pk,question_title,inserted_pk,level,tryCount,score,memory
3607,769,수 이어가기,1,2,1,1112,0
3608,769,수 이어가기,1,2,1,1112,0
3609,769,수 이어가기,1,2,1,1112,0
3610,769,수 이어가기,1,2,1,1112,0
3611,769,수 이어가기,1,2,2,1112,0
3612,769,수 이어가기,1,2,1,1112,0
3613,769,수 이어가기,1,2,1,1112,0
3614,769,수 이어가기,1,2,1,1112,0
3615,769,수 이어가기,1,2,4,1112,0
3616,770,스위치 켜고 끄기,2,2,4,156,0
3617,770,스위치 켜고 끄기,2,2,1,340,0
3618,770,스위치 켜고 끄기,2,2,1,344,0
3619,770,스위치 켜고 끄기,2,2,7,1112,0
3620,770,스위치 켜고 끄기,2,2,2,1112,0
3621,770,스위치 켜고 끄기,2,2,2,1112,0
3622,770,스위치 켜고 끄기,2,2,4,1112,0
3623,770,스위치 켜고 끄기,2,2,4,1112,0
3624,770,스위치 켜고 끄기,2,2,1,1112,0
3625,770,스위치 켜고 끄기,2,2,3,1112,0
3626,770,스위치 켜고 끄기,2,2,3,1112,0
3627,770,스위치 켜고 끄기,2,2,1,1112,0
3628,770,스위치 켜고 끄기,2,2,5,1112,0
3629,770,스위치 켜고 끄기,2,2,3,1112,0
3630,770,스위치 켜고 끄기,2,2,1,1112,0
3631,770,스위치 켜고 끄기,2,2,4,1112,0
3632,770,스위치 켜고 끄기,2,2,1,1112,0
3633,770,스위치 켜고 끄기,2,2,1,1112,0
3634,770,스위치 켜고 끄기,2,2,3,1112,0
3635,770,스위치 켜고 끄기,2,2,2,1112,0
3636,771,치즈,2,3,1,1112,0
3637,771,치즈,2,3,4,1116,0
3638,771,치즈,2,3,2,1116,0
3639,771,치즈,2,3,1,1116,0
3640,771,치즈,2,3,1,1116,0
3641,771,치즈,2,3,3,1116,0
3642,771,치즈,2,3,3,1116,0
3643,771,치즈,2,3,1,1116,0
3644,771,치즈,2,3,1,1116,0
3645,771,치즈,2,3,1,1116,0
3646,771,치즈,2,3,2,1120,0
3647,771,치즈,2,3,1,1120,0
3648,771,치즈,2,3,1,1124,0
3649,771,치즈,2,3,2,1132,0
3650,771,치즈,2,3,1,1136,0
3651,771,치즈,2,3,1,1136,0
3652,771,치즈,2,3,1,1136,0
3653,771,치즈,2,3,4,1136,0
3654,771,치즈,2,3,1,1136,0
3655,771,치즈,2,3,1,1136,0
3656,772,장난감 조립,3,3,3,1112,0
3657,772,장난감 조립,3,3,1,1112,0
3658,772,장난감 조립,3,3,4,1112,0
3659,772,장난감 조립,3,3,1,1112,0
3660,772,장난감 조립,3,3,45,1112,0
3661,772,장난감 조립,3,3,1,1116,0
3662,772,장난감 조립,3,3,3,1116,0
3663,772,장난감 조립,3,3,1,1116,0
3664,772,장난감 조립,3,3,2,1116,0
3665,772,장난감 조립,3,3,1,1116,0
3666,772,장난감 조립,3,3,1,1116,0
3667,772,장난감 조립,3,3,3,1116,0
3668,772,장난감 조립,3,3,3,1116,0
3669,772,장난감 조립,3,3,1,1116,0
3670,772,장난감 조립,3,3,3,1116,0
3671,772,장난감 조립,3,3,3,1120,0
3672,772,장난감 조립,3,3,3,1120,0
3673,772,장난감 조립,3,3,5,1120,0
3674,772,장난감 조립,3,3,3,1152,0
3675,772,장난감 조립,3,3,4,1156,0
3676,773,치즈,2,3,1,1116,0
3677,773,치즈,2,3,1,1128,0
3678,773,치즈,2,3,1,1152,0
3679,773,치즈,2,3,1,1156,0
3680,773,치즈,2,3,2,1168,0
3681,773,치즈,2,3,1,1184,0
3682,773,치즈,2,3,4,1188,0
3683,773,치즈,2,3,1,1208,0
3684,773,치즈,2,3,2,1212,0
3685,773,치즈,2,3,2,1228,0
3686,773,치즈,2,3,1,1228,0
3687,773,치즈,2,3,1,1228,0
3688,773,치즈,2,3,5,1228,0
3689,773,치즈,2,3,1,1228,0
3690,773,치즈,2,3,1,1228,0
3691,773,치즈,2,3,1,1228,0
3692,773,치즈,2,3,2,1228,0
3693,773,치즈,2,3,1,1232,0
3694,773,치즈,2,3,1,1244,0
3695,773,치즈,2,3,1,1248,0
3696,774,수열 축소,3,4,1,1600,0
3697,774,수열 축소,3,4,1,1628,0
3698,774,수열 축소,3,4,2,1924,0
3699,774,수열 축소,3,4,1,2100,0
3700,774,수열 축소,3,4,2,2148,0
3701,774,수열 축소,3,4,1,2180,0
3702,774,수열 축소,3,4,1,2232,0
3703,774,수열 축소,3,4,1,2256,0
3704,774,수열 축소,3,4,1,2344,0
3705,774,수열 축소,3,4,1,2412,0
3706,774,수열 축소,3,4,2,2580,0
3707,774,수열 축소,3,4,9,3084,0
3708,774,수열 축소,3,4,1,3128,0
3709,774,수열 축소,3,4,1,3936,0
3710,774,수열 축소,3,4,1,3936,0
3711,774,수열 축소,3,4,1,3940,0
3712,774,수열 축소,3,4,1,3960,0
3713,774,수열 축소,3,4,2,4032,0
3714,774,수열 축소,3,4,1,4032,0
3715,774,수열 축소,3,4,3,4068,0
3716,775,다각형그리기,2,2,1,1112,0
3717,775,다각형그리기,2,2,2,1112,0
3718,775,다각형그리기,2,2,2,1112,0
3719,775,다각형그리기,2,2,1,1112,0
3720,775,다각형그리기,2,2,1,1112,0
3721,775,다각형그리기,2,2,3,1112,0
3722,775,다각형그리기,2,2,1,1112,0
3723,775,다각형그리기,2,2,4,1112,0
3724,775,다각형그리기,2,2,2,1112,0
3725,775,다각형그리기,2,2,2,1112,0
3726,775,다각형그리기,2,2,1,1112,0
3727,775,다각형그리기,2,2,1,1112,0
3728,775,다각형그리기,2,2,2,1112,0
3729,775,다각형그리기,2,2,1,1112,0
3730,775,다각형그리기,2,2,1,1116,0
3731,775,다각형그리기,2,2,1,1116,0
3732,775,다각형그리기,2,2,1,1116,0
3733,775,다각형그리기,2,2,1,1116,0
3734,775,다각형그리기,2,2,1,1116,0
3735,775,다각형그리기,2,2,1,1116,0
3736,776,전개도,2,4,1,1112,0
3737,776,전개도,2,4,2,1116,0
3738,776,전개도,2,4,2,1116,0
3739,776,전개도,2,4,1,1116,0
3740,776,전개도,2,4,7,1116,0
3741,776,전개도,2,4,1,1116,0
3742,776,전개도,2,4,3,1116,0
3743,776,전개도,2,4,2,1116,0
3744,776,전개도,2,4,1,1116,0
3745,776,전개도,2,4,13,1116,0
3746,776,전개도,2,4,1,1116,0
3747,776,전개도,2,4,5,1116,0
3748,776,전개도,2,4,1,1116,0
3749,776,전개도,2,4,1,1116,0
3750,776,전개도,2,4,1,1116,0
3751,776,전개도,2,4,1,1116,0
3752,776,전개도,2,4,1,1116,0
3753,776,전개도,2,4,1,1116,0
3754,776,전개도,2,4,4,1116,0
3755,776,전개도,2,4,1,1116,0
3756,777,색종이 올려 놓기,3,3,1,944,0
3757,777,색종이 올려 놓기,3,3,3,944,0
3758,777,색종이 올려 놓기,3,3,1,944,0
3759,777,색종이 올려 놓기,3,3,5,944,0
3760,777,색종이 올려 놓기,3,3,2,944,0
3761,777,색종이 올려 놓기,3,3,2,944,0
3762,777,색종이 올려 놓기,3,3,3,944,0
3763,777,색종이 올려 놓기,3,3,2,944,0
3764,777,색종이 올려 놓기,3,3,2,944,0
3765,777,색종이 올려 놓기,3,3,5,944,0
3766,777,색종이 올려 놓기,3,3,1,944,0
3767,777,색종이 올려 놓기,3,3,1,944,0
3768,777,색종이 올려 놓기,3,3,2,944,0
3769,777,색종이 올려 놓기,3,3,1,944,0
3770,777,색종이 올려 놓기,3,3,1,944,0
3771,777,색종이 올려 놓기,3,3,2,944,0
3772,777,색종이 올려 놓기,3,3,3,944,0
3773,777,색종이 올려 놓기,3,3,4,944,0
3774,777,색종이 올려 놓기,3,3,6,948,0
3775,777,색종이 올려 놓기,3,3,1,948,0
3776,778,촌수계산,5,2,1,156,0
3777,778,촌수계산,5,2,1,944,0
3778,778,촌수계산,5,2,1,944,0
3779,778,촌수계산,5,2,1,944,0
3780,778,촌수계산,5,2,1,944,0
3781,778,촌수계산,5,2,2,944,0
3782,778,촌수계산,5,2,2,944,0
3783,778,촌수계산,5,2,8,944,0
3784,778,촌수계산,5,2,1,944,0
3785,778,촌수계산,5,2,2,944,0
3786,778,촌수계산,5,2,5,944,0
3787,778,촌수계산,5,2,2,944,0
3788,778,촌수계산,5,2,1,948,0
3789,778,촌수계산,5,2,5,948,0
3790,778,촌수계산,5,2,1,948,0
3791,778,촌수계산,5,2,1,948,0
3792,778,촌수계산,5,2,1,948,0
3793,778,촌수계산,5,2,3,948,0
3794,778,촌수계산,5,2,15,948,0
3795,778,촌수계산,5,2,1,948,0
3796,779,회로배치,5,4,1,1160,0
3797,779,회로배치,5,4,1,1172,0
3798,779,회로배치,5,4,1,1176,0
3799,779,회로배치,5,4,3,1176,0
3800,779,회로배치,5,4,1,1176,0
3801,779,회로배치,5,4,5,1176,0
3802,779,회로배치,5,4,1,1188,0
3803,779,회로배치,5,4,2,1212,0
3804,779,회로배치,5,4,1,1216,0
3805,779,회로배치,5,4,1,1216,0
3806,779,회로배치,5,4,2,1216,0
3807,779,회로배치,5,4,1,1240,0
3808,779,회로배치,5,4,3,1240,0
3809,779,회로배치,5,4,1,1248,0
3810,779,회로배치,5,4,1,1248,0
3811,779,회로배치,5,4,1,1256,0
3812,779,회로배치,5,4,1,1256,0
3813,779,회로배치,5,4,3,1260,0
3814,779,회로배치,5,4,3,1260,0
3815,779,회로배치,5,4,1,1260,0
3816,780,같은 길이 막대기 만들기,28,4,10,948,0
3817,780,같은 길이 막대기 만들기,28,4,1,948,0
3818,780,같은 길이 막대기 만들기,28,4,1,948,0
3819,780,같은 길이 막대기 만들기,28,4,5,948,0
3820,780,같은 길이 막대기 만들기,28,4,6,948,0
3821,780,같은 길이 막대기 만들기,28,4,1,948,0
3822,780,같은 길이 막대기 만들기,28,4,1,948,0
3823,780,같은 길이 막대기 만들기,28,4,2,948,0
3824,780,같은 길이 막대기 만들기,28,4,1,956,0
3825,780,같은 길이 막대기 만들기,28,4,1,960,0
3826,780,같은 길이 막대기 만들기,28,4,1,964,0
3827,780,같은 길이 막대기 만들기,28,4,1,968,0
3828,780,같은 길이 막대기 만들기,28,4,1,968,0
3829,780,같은 길이 막대기 만들기,28,4,3,968,0
3830,780,같은 길이 막대기 만들기,28,4,5,1028,0
3831,780,같은 길이 막대기 만들기,28,4,1,1052,0
3832,780,같은 길이 막대기 만들기,28,4,5,1112,0
3833,780,같은 길이 막대기 만들기,28,4,1,1112,0
3834,780,같은 길이 막대기 만들기,28,4,1,1116,0
3835,780,같은 길이 막대기 만들기,28,4,2,1116,0
3836,781,검은점과 하얀점 연결,3,4,4,1008,0
3837,781,검은점과 하얀점 연결,3,4,13,1028,0
3838,781,검은점과 하얀점 연결,3,4,2,1064,0
3839,781,검은점과 하얀점 연결,3,4,1,1064,0
3840,781,검은점과 하얀점 연결,3,4,1,1064,0
3841,781,검은점과 하얀점 연결,3,4,2,1064,0
3842,781,검은점과 하얀점 연결,3,4,1,1068,0
3843,781,검은점과 하얀점 연결,3,4,2,1068,0
3844,781,검은점과 하얀점 연결,3,4,2,1068,0
3845,781,검은점과 하얀점 연결,3,4,2,1068,0
3846,781,검은점과 하얀점 연결,3,4,4,1076,0
3847,781,검은점과 하얀점 연결,3,4,1,1076,0
3848,781,검은점과 하얀점 연결,3,4,1,1080,0
3849,781,검은점과 하얀점 연결,3,4,3,1084,0
3850,781,검은점과 하얀점 연결,3,4,2,1084,0
3851,781,검은점과 하얀점 연결,3,4,2,1088,0
3852,781,검은점과 하얀점 연결,3,4,1,1088,0
3853,781,검은점과 하얀점 연결,3,4,1,1092,0
3854,781,검은점과 하얀점 연결,3,4,1,1108,0
3855,781,검은점과 하얀점 연결,3,4,2,1116,0
3856,782,단순 사각형,2,3,3,1140,0
3857,782,단순 사각형,2,3,2,1168,0
3858,782,단순 사각형,2,3,1,2020,0
3859,782,단순 사각형,2,3,1,2024,0
3860,782,단순 사각형,2,3,2,2024,0
3861,782,단순 사각형,2,3,1,2044,0
3862,782,단순 사각형,2,3,1,2068,0
3863,782,단순 사각형,2,3,1,2072,0
3864,782,단순 사각형,2,3,10,2180,0
3865,782,단순 사각형,2,3,4,3260,0
3866,782,단순 사각형,2,3,3,2684,4
3867,782,단순 사각형,2,3,3,1232,12
3868,782,단순 사각형,2,3,1,81084,40
3869,782,단순 사각형,2,3,4,30840,68
3870,782,단순 사각형,2,3,4,2168,72
3871,782,단순 사각형,2,3,3,31860,76
3872,782,단순 사각형,2,3,2,2108,124
3873,782,단순 사각형,2,3,7,1352,184
3874,782,단순 사각형,2,3,1,115136,252
3875,782,단순 사각형,2,3,4,31860,556
3876,783,교차점개수,2,3,2,1112,0
3877,783,교차점개수,2,3,1,1112,0
3878,783,교차점개수,2,3,1,1112,0
3879,783,교차점개수,2,3,2,1112,0
3880,783,교차점개수,2,3,1,1112,0
3881,783,교차점개수,2,3,1,1112,0
3882,783,교차점개수,2,3,1,1112,0
3883,783,교차점개수,2,3,1,1112,0
3884,783,교차점개수,2,3,7,1112,0
3885,783,교차점개수,2,3,2,1112,0
3886,783,교차점개수,2,3,1,1112,0
3887,783,교차점개수,2,3,2,1112,0
3888,783,교차점개수,2,3,1,1112,0
3889,783,교차점개수,2,3,1,1112,0
3890,783,교차점개수,2,3,1,1112,0
3891,783,교차점개수,2,3,1,1112,0
3892,783,교차점개수,2,3,7,1116,0
3893,783,교차점개수,2,3,1,1116,0
3894,783,교차점개수,2,3,1,1116,0
3895,783,교차점개수,2,3,3,1116,0
3896,784,자동차경주대회,3,3,2,1112,0
3897,784,자동차경주대회,3,3,1,1112,0
3898,784,자동차경주대회,3,3,4,1112,0
3899,784,자동차경주대회,3,3,9,1112,0
3900,784,자동차경주대회,3,3,1,1112,0
3901,784,자동차경주대회,3,3,7,1112,0
3902,784,자동차경주대회,3,3,3,1112,0
3903,784,자동차경주대회,3,3,1,1112,0
3904,784,자동차경주대회,3,3,1,1112,0
3905,784,자동차경주대회,3,3,2,1116,0
3906,784,자동차경주대회,3,3,3,1116,0
3907,784,자동차경주대회,3,3,1,1116,0
3908,784,자동차경주대회,3,3,2,1116,0
3909,784,자동차경주대회,3,3,1,1116,0
3910,784,자동차경주대회,3,3,3,1116,0
3911,784,자동차경주대회,3,3,3,1116,0
3912,784,자동차경주대회,3,3,40,1116,0
3913,784,자동차경주대회,3,3,4,1116,0
3914,784,자동차경주대회,3,3,1,1116,0
3915,784,자동차경주대회,3,3,1,1116,0
3916,785,블록맞추기,2,3,1,1140,0
3917,785,블록맞추기,2,3,1,1144,0
3918,785,블록맞추기,2,3,12,1156,0
3919,785,블록맞추기,2,3,2,1228,0
3920,785,블록맞추기,2,3,3,1312,0
3921,785,블록맞추기,2,3,26,1996,0
3922,785,블록맞추기,2,3,3,1996,0
3923,785,블록맞추기,2,3,3,2000,0
3924,785,블록맞추기,2,3,9,2004,0
3925,785,블록맞추기,2,3,19,2004,0
3926,785,블록맞추기,2,3,3,2008,0
3927,785,블록맞추기,2,3,4,2020,0
3928,785,블록맞추기,2,3,7,2024,0
3929,785,블록맞추기,2,3,3,2028,0
3930,785,블록맞추기,2,3,1,2032,0
3931,785,블록맞추기,2,3,1,2036,0
3932,785,블록맞추기,2,3,3,2040,0
3933,785,블록맞추기,2,3,9,2044,0
3934,785,블록맞추기,2,3,1,2044,0
3935,785,블록맞추기,2,3,4,2056,0
3936,786,안정된 집단,2,3,1,1116,0
3937,786,안정된 집단,2,3,1,1116,0
3938,786,안정된 집단,2,3,1,1116,0
3939,786,안정된 집단,2,3,1,1116,0
3940,786,안정된 집단,2,3,2,1116,0
3941,786,안정된 집단,2,3,1,1124,0
3942,786,안정된 집단,2,3,2,1128,0
3943,786,안정된 집단,2,3,1,1156,0
3944,786,안정된 집단,2,3,5,1156,0
3945,786,안정된 집단,2,3,1,1156,0
3946,786,안정된 집단,2,3,5,1156,0
3947,786,안정된 집단,2,3,1,1156,0
3948,786,안정된 집단,2,3,1,1156,0
3949,786,안정된 집단,2,3,3,1156,0
3950,786,안정된 집단,2,3,4,1156,0
3951,786,안정된 집단,2,3,2,1156,0
3952,786,안정된 집단,2,3,1,1156,0
3953,786,안정된 집단,2,3,4,1160,0
3954,786,안정된 집단,2,3,3,1160,0
3955,786,안정된 집단,2,3,5,1160,0
3956,787,연결 사각형,28,4,8,952,0
3957,787,연결 사각형,28,4,1,960,0
3958,787,연결 사각형,28,4,2,968,0
3959,787,연결 사각형,28,4,4,1060,0
3960,787,연결 사각형,28,4,2,1116,0
3961,787,연결 사각형,28,4,2,1120,0
3962,787,연결 사각형,28,4,1,1184,0
3963,787,연결 사각형,28,4,1,1184,0
3964,787,연결 사각형,28,4,3,1188,0
3965,787,연결 사각형,28,4,1,1996,0
3966,787,연결 사각형,28,4,1,2000,0
3967,787,연결 사각형,28,4,1,2020,0
3968,787,연결 사각형,28,4,2,2020,0
3969,787,연결 사각형,28,4,5,2036,0
3970,787,연결 사각형,28,4,3,2024,4
3971,787,연결 사각형,28,4,6,29380,68
3972,787,연결 사각형,28,4,17,33920,172
3973,787,연결 사각형,28,4,5,104800,216
3974,788,가장높은탑쌓기,3,3,10,944,0
3975,788,가장높은탑쌓기,3,3,1,944,0
3976,788,가장높은탑쌓기,3,3,2,944,0
3977,788,가장높은탑쌓기,3,3,2,944,0
3978,788,가장높은탑쌓기,3,3,1,944,0
3979,788,가장높은탑쌓기,3,3,1,944,0
3980,788,가장높은탑쌓기,3,3,1,944,0
3981,788,가장높은탑쌓기,3,3,1,944,0
3982,788,가장높은탑쌓기,3,3,1,948,0
3983,788,가장높은탑쌓기,3,3,3,948,0
3984,788,가장높은탑쌓기,3,3,2,948,0
3985,788,가장높은탑쌓기,3,3,1,948,0
3986,788,가장높은탑쌓기,3,3,1,948,0
3987,788,가장높은탑쌓기,3,3,1,948,0
3988,788,가장높은탑쌓기,3,3,1,948,0
3989,788,가장높은탑쌓기,3,3,1,948,0
3990,788,가장높은탑쌓기,3,3,1,948,0
3991,788,가장높은탑쌓기,3,3,3,948,0
3992,788,가장높은탑쌓기,3,3,3,948,0
3993,788,가장높은탑쌓기,3,3,1,948,0
3994,789,통나무 옮기기,2,3,1,1116,0
3995,789,통나무 옮기기,2,3,4,1116,0
3996,789,통나무 옮기기,2,3,1,1120,0
3997,789,통나무 옮기기,2,3,3,1124,0
3998,789,통나무 옮기기,2,3,1,1132,0
3999,789,통나무 옮기기,2,3,4,1136,0
4000,789,통나무 옮기기,2,3,4,1136,0
4001,789,통나무 옮기기,2,3,2,1136,0
4002,789,통나무 옮기기,2,3,1,1140,0
4003,789,통나무 옮기기,2,3,9,1140,0
4004,789,통나무 옮기기,2,3,5,1144,0
4005,789,통나무 옮기기,2,3,4,1144,0
4006,789,통나무 옮기기,2,3,3,1144,0
4007,789,통나무 옮기기,2,3,1,1152,0
4008,789,통나무 옮기기,2,3,2,1156,0
4009,789,통나무 옮기기,2,3,6,1156,0
4010,789,통나무 옮기기,2,3,9,1160,0
4011,789,통나무 옮기기,2,3,1,1164,0
4012,789,통나무 옮기기,2,3,5,1164,0
4013,789,통나무 옮기기,2,3,4,1168,0
4014,790,직각이등변삼각형찾기,2,3,6,1116,0
4015,790,직각이등변삼각형찾기,2,3,5,1116,0
4016,790,직각이등변삼각형찾기,2,3,1,1116,0
4017,790,직각이등변삼각형찾기,2,3,1,1116,0
4018,790,직각이등변삼각형찾기,2,3,7,1116,0
4019,790,직각이등변삼각형찾기,2,3,2,1116,0
4020,790,직각이등변삼각형찾기,2,3,5,1116,0
4021,790,직각이등변삼각형찾기,2,3,12,1116,0
4022,790,직각이등변삼각형찾기,2,3,1,1116,0
4023,790,직각이등변삼각형찾기,2,3,2,1116,0
4024,790,직각이등변삼각형찾기,2,3,1,1116,0
4025,790,직각이등변삼각형찾기,2,3,5,1116,0
4026,790,직각이등변삼각형찾기,2,3,6,1116,0
4027,790,직각이등변삼각형찾기,2,3,16,1116,0
4028,790,직각이등변삼각형찾기,2,3,2,1116,0
4029,790,직각이등변삼각형찾기,2,3,3,1116,0
4030,790,직각이등변삼각형찾기,2,3,5,1116,0
4031,790,직각이등변삼각형찾기,2,3,2,1116,0
4032,790,직각이등변삼각형찾기,2,3,3,1116,0
4033,790,직각이등변삼각형찾기,2,3,2,1116,0
4034,791,십자카드 문제,2,2,1,1112,0
4035,791,십자카드 문제,2,2,1,1112,0
4036,791,십자카드 문제,2,2,2,1112,0
4037,791,십자카드 문제,2,2,1,1112,0
4038,791,십자카드 문제,2,2,5,1112,0
4039,791,십자카드 문제,2,2,1,1112,0
4040,791,십자카드 문제,2,2,1,1112,0
4041,791,십자카드 문제,2,2,1,1112,0
4042,791,십자카드 문제,2,2,1,1112,0
4043,791,십자카드 문제,2,2,1,1112,0
4044,791,십자카드 문제,2,2,1,1112,0
4045,791,십자카드 문제,2,2,3,1112,0
4046,791,십자카드 문제,2,2,1,1112,0
4047,791,십자카드 문제,2,2,1,1112,0
4048,791,십자카드 문제,2,2,1,1112,0
4049,791,십자카드 문제,2,2,2,1112,0
4050,791,십자카드 문제,2,2,1,1112,0
4051,791,십자카드 문제,2,2,2,1112,0
4052,791,십자카드 문제,2,2,2,1112,0
4053,791,십자카드 문제,2,2,1,1112,0
4054,792,회장뽑기,5,3,1,1112,0
4055,792,회장뽑기,5,3,1,1112,0
4056,792,회장뽑기,5,3,2,1112,0
4057,792,회장뽑기,5,3,1,1112,0
4058,792,회장뽑기,5,3,1,1116,0
4059,792,회장뽑기,5,3,6,1116,0
4060,792,회장뽑기,5,3,1,1116,0
4061,792,회장뽑기,5,3,1,1116,0
4062,792,회장뽑기,5,3,1,1116,0
4063,792,회장뽑기,5,3,1,1116,0
4064,792,회장뽑기,5,3,1,1116,0
4065,792,회장뽑기,5,3,1,1116,0
4066,792,회장뽑기,5,3,1,1116,0
4067,792,회장뽑기,5,3,1,1116,0
4068,792,회장뽑기,5,3,1,1116,0
4069,792,회장뽑기,5,3,2,1116,0
4070,792,회장뽑기,5,3,1,1116,0
4071,792,회장뽑기,5,3,1,1116,0
4072,792,회장뽑기,5,3,4,1116,0
4073,792,회장뽑기,5,3,5,1116,0
4074,793,좋은수열,28,3,1,1100,0
4075,793,좋은수열,28,3,1,1108,0
4076,793,좋은수열,28,3,3,1112,0
4077,793,좋은수열,28,3,2,1112,0
4078,793,좋은수열,28,3,1,1112,0
4079,793,좋은수열,28,3,1,1112,0
4080,793,좋은수열,28,3,1,1112,0
4081,793,좋은수열,28,3,1,1112,0
4082,793,좋은수열,28,3,1,1112,0
4083,793,좋은수열,28,3,2,1112,0
4084,793,좋은수열,28,3,2,1112,0
4085,793,좋은수열,28,3,1,1112,0
4086,793,좋은수열,28,3,1,1112,0
4087,793,좋은수열,28,3,1,1112,0
4088,793,좋은수열,28,3,3,1112,0
4089,793,좋은수열,28,3,1,1112,0
4090,793,좋은수열,28,3,4,1112,0
4091,793,좋은수열,28,3,3,1112,0
4092,793,좋은수열,28,3,2,1112,0
4093,793,좋은수열,28,3,1,1112,0
4094,794,기업투자,3,3,1,944,0
4095,794,기업투자,3,3,2,944,0
4096,794,기업투자,3,3,3,944,0
4097,794,기업투자,3,3,3,948,0
4098,794,기업투자,3,3,2,980,0
4099,794,기업투자,3,3,3,988,0
4100,794,기업투자,3,3,1,992,0
4101,794,기업투자,3,3,1,992,0
4102,794,기업투자,3,3,1,992,0
4103,794,기업투자,3,3,1,996,0
4104,794,기업투자,3,3,1,1004,0
4105,794,기업투자,3,3,5,1016,0
4106,794,기업투자,3,3,1,1016,0
4107,794,기업투자,3,3,1,1016,0
4108,794,기업투자,3,3,2,1016,0
4109,794,기업투자,3,3,2,1016,0
4110,794,기업투자,3,3,1,1016,0
4111,794,기업투자,3,3,3,1016,0
4112,794,기업투자,3,3,5,1016,0
4113,794,기업투자,3,3,1,1016,0
4114,795,간척지 만들기,2,4,1,1116,0
4115,795,간척지 만들기,2,4,8,1468,0
4116,795,간척지 만들기,2,4,2,2016,0
4117,795,간척지 만들기,2,4,1,2024,0
4118,795,간척지 만들기,2,4,1,2052,0
4119,795,간척지 만들기,2,4,7,2568,0
4120,795,간척지 만들기,2,4,3,3036,0
4121,795,간척지 만들기,2,4,1,2552,4
4122,795,간척지 만들기,2,4,1,1016,8
4123,795,간척지 만들기,2,4,10,1132,8
4124,795,간척지 만들기,2,4,1,1136,20
4125,795,간척지 만들기,2,4,2,1136,20
4126,795,간척지 만들기,2,4,4,1136,24
4127,795,간척지 만들기,2,4,1,2396,88
4128,795,간척지 만들기,2,4,1,6236,112
4129,795,간척지 만들기,2,4,3,6236,120
4130,795,간척지 만들기,2,4,6,6488,124
4131,795,간척지 만들기,2,4,1,31988,2180
4132,796,다각형의 확장,2,5,1,1984,0
4133,796,다각형의 확장,2,5,2,1984,0
4134,796,다각형의 확장,2,5,2,1992,0
4135,796,다각형의 확장,2,5,3,2000,0
4136,796,다각형의 확장,2,5,4,2024,0
4137,796,다각형의 확장,2,5,2,2216,0
4138,796,다각형의 확장,2,5,11,2248,0
4139,796,다각형의 확장,2,5,7,7344,0
4140,796,다각형의 확장,2,5,2,8140,4
4141,796,다각형의 확장,2,5,2,3952,8
4142,796,다각형의 확장,2,5,1,23888,8
4143,796,다각형의 확장,2,5,4,16592,12
4144,796,다각형의 확장,2,5,1,71428,12
4145,796,다각형의 확장,2,5,2,16652,16
4146,796,다각형의 확장,2,5,1,48968,16
4147,796,다각형의 확장,2,5,1,50352,16
4148,796,다각형의 확장,2,5,1,37072,24
4149,796,다각형의 확장,2,5,1,99716,24
4150,796,다각형의 확장,2,5,10,31496,36
4151,796,다각형의 확장,2,5,3,2292,44
4152,797,미로만들기,5,3,1,948,0
4153,797,미로만들기,5,3,1,956,0
4154,797,미로만들기,5,3,1,956,0
4155,797,미로만들기,5,3,1,956,0
4156,797,미로만들기,5,3,8,956,0
4157,797,미로만들기,5,3,1,960,0
4158,797,미로만들기,5,3,2,964,0
4159,797,미로만들기,5,3,5,964,0
4160,797,미로만들기,5,3,3,964,0
4161,797,미로만들기,5,3,10,964,0
4162,797,미로만들기,5,3,1,964,0
4163,797,미로만들기,5,3,1,968,0
4164,797,미로만들기,5,3,1,972,0
4165,797,미로만들기,5,3,1,976,0
4166,797,미로만들기,5,3,2,980,0
4167,797,미로만들기,5,3,3,984,0
4168,797,미로만들기,5,3,1,984,0
4169,797,미로만들기,5,3,1,984,0
4170,797,미로만들기,5,3,1,992,0
4171,797,미로만들기,5,3,1,992,0
4172,798,벽장문의 이동,3,3,1,1112,0
4173,798,벽장문의 이동,3,3,2,1112,0
4174,798,벽장문의 이동,3,3,1,1112,0
4175,798,벽장문의 이동,3,3,1,1112,0
4176,798,벽장문의 이동,3,3,1,1112,0
4177,798,벽장문의 이동,3,3,1,1112,0
4178,798,벽장문의 이동,3,3,1,1112,0
4179,798,벽장문의 이동,3,3,1,1112,0
4180,798,벽장문의 이동,3,3,1,1112,0
4181,798,벽장문의 이동,3,3,1,1112,0
4182,798,벽장문의 이동,3,3,1,1112,0
4183,798,벽장문의 이동,3,3,1,1112,0
4184,798,벽장문의 이동,3,3,2,1112,0
4185,798,벽장문의 이동,3,3,1,1112,0
4186,798,벽장문의 이동,3,3,4,1112,0
4187,798,벽장문의 이동,3,3,1,1112,0
4188,798,벽장문의 이동,3,3,1,1112,0
4189,798,벽장문의 이동,3,3,1,1112,0
4190,798,벽장문의 이동,3,3,1,1112,0
4191,798,벽장문의 이동,3,3,2,1112,0
4192,799,단지번호붙이기,5,2,1,156,0
4193,799,단지번호붙이기,5,2,1,1108,0
4194,799,단지번호붙이기,5,2,6,1108,0
4195,799,단지번호붙이기,5,2,4,1112,0
4196,799,단지번호붙이기,5,2,2,1112,0
4197,799,단지번호붙이기,5,2,3,1112,0
4198,799,단지번호붙이기,5,2,1,1112,0
